"Id" "date" "ff" "t" "td" "hu" "dd" "precip" "ws_arome" "p3031_arome" "u10_arome" "v10_arome" "t2m_arome" "d2m_arome" "r_arome" "tp_arome" "msl_arome" "rain" "rain_class"
"34" "22092001_700" "2017-12-01" 4.86625 275.918333333333 273.397083333333 83.6583333333333 325.666666666667 3 5.1516119625 181.573828825 -0.2083005525 -5.0308399 276.335279583333 273.87986125 83.8275735416667 72.2751623 101569.35 2.2 "high_rain"
"35" "22092001_431" "2017-03-07" 3.89333333333333 279.875833333333 279.389583333333 96.6333333333333 215.333333333333 4.8 3.54710197916667 217.687375 1.73633486570833 2.43623423041667 279.60475125 278.933105 95.5626733333333 32.31394557 101900.32 1.8 "low_rain"
"36" "22092001_455" "2017-03-31" 6.38125 283.709583333333 280.712083333333 82.7666666666667 220.541666666667 1.2 5.665511025 207.623547083333 2.52861740625 4.94614242083333 283.410952083333 281.02286625 85.864137 31.81727787 101001.23 1 "low_rain"
"37" "22092001_567" "2017-07-21" 5.74833333333333 286.808333333333 284.92125 89.05 212.875 19.3 5.6816363875 204.931850416667 2.050212925 5.15949575833333 287.11403875 284.591150416667 85.4340945833333 78.849504154 100544.03 3.4 "high_rain"
"38" "22092001_227" "2016-08-15" 3.35708333333333 291.874166666667 287.724583333333 80 63.4583333333333 0.4 2.79579192083333 44.1643903333333 -1.88368388458333 -1.85360278958333 291.81912125 286.6324475 75.1527954166667 0.2235414441 101795.836 0.2 "low_rain"
"39" "22092001_537" "2017-06-21" 1.94333333333333 297.568333333333 291.064583333333 69.8708333333333 237.916666666667 0 2.04025478791667 196.277579541667 1.14750310083333 1.04367596833333 297.889949166667 289.567345416667 64.0448760416667 0 101364.555 0.2 "low_rain"
"40" "22092001_172" "2016-06-21" 3.32833333333333 289.564583333333 287.954583333333 90.6458333333333 226.125 0.4 2.5500627 201.455593291667 1.41802596041667 1.65807727666667 289.308166666667 287.578119583333 90.0778064166667 3.5052830645 101824.99 1 "low_rain"
"41" "22092001_623" "2017-09-15" 4.06458333333333 283.089583333333 281.764166666667 91.6916666666667 307.791666666667 10.9 3.137652425 303.217717916667 2.37178921391667 -1.70818947708333 283.292045833333 281.9165525 91.3941222916666 52.78930608777 101435.72 12.2 "high_rain"
"42" "22092001_570" "2017-07-24" 6.30875 289.425416666667 285.924583333333 81.1 314.666666666667 0.2 4.6410612125 315.4101125 3.1246435875 -3.31400839166667 288.989444166667 286.656651666667 86.76187575 0.008612168 101667.17 0 "no_rain"
"43" "22092001_316" "2016-11-12" 5.96625 284.21 283.947083333333 98.3333333333333 267.583333333333 7.6 4.25660667916667 252.644024583333 1.30712808208333 1.08819930625 283.610000416667 283.178173333333 97.1711859583334 100.94267906 101479.625 0 "no_rain"
"44" "22092001_390" "2017-01-25" 2.89458333333333 274.905833333333 270.46 74.1958333333333 158.208333333333 0 2.23066175 169.641674583333 -0.544414000416667 1.89994849166667 273.72732 269.92807625 75.0684362083333 0.00264375632 102145.18 0 "no_rain"
"45" "22092001_536" "2017-06-20" 1.74416666666667 298.629583333333 290.49375 63.4416666666667 136.208333333333 0 1.7468605425 133.392858291667 -0.00507716012499998 -0.311620621333333 297.735942916667 288.989538333333 62.553803125 0 101392.45 0 "no_rain"
"46" "22092001_603" "2017-08-26" 2.3775 289.705 286.998333333333 85.075 42.3333333333333 0.2 2.19197392916667 51.9336915 -1.23988082375 -1.27478300958333 291.09920375 287.1766425 79.8793665833333 1.0350340023 101557.336 0 "no_rain"
"47" "22092001_451" "2017-03-27" 4.19458333333333 285.540833333333 278.89 65.9333333333333 135.833333333333 0 3.838187325 131.45552475 -2.56950938833333 2.22632141791667 284.574317083333 279.8050625 73.19780075 0 101618.914 0 "no_rain"
"48" "22092001_366" "2017-01-01" 4.23875 277.822916666667 277.610416666667 98.5708333333333 197.875 0.2 3.46927897916667 181.555895833333 0.121201110041667 3.31501077916667 276.7983375 276.786122916667 99.9114728333333 5.6991739608 101656.5 0 "no_rain"
"49" "22092001_310" "2016-11-06" 3.03958333333333 277.207916666667 275.08 86.7625 280.375 4.6 3.46372572916667 323.101172916667 1.9162043 -2.69774617208333 277.9232675 275.12613625 82.5218479583334 10.947267895 100876.766 4.6 "high_rain"
"50" "22092001_32" "2016-02-02" 5.26833333333333 281.4575 280.1175 91.625 267.291666666667 5.2 4.62256070416667 267.3562075 3.94665865 0.566982059166667 281.20351 279.987642916667 92.1270990416667 100.53121894 102112.625 1.6 "low_rain"
"51" "22092001_575" "2017-07-29" 5.995 290.5075 288.874166666667 90.7791666666666 207.166666666667 4.2 5.92999710416667 204.600751666667 2.40478162083333 5.37514783333333 290.023552916667 289.204275833333 95.1805780833333 27.8854665 100441.6 0.8 "low_rain"
"52" "22092001_343" "2016-12-09" 5.42291666666667 281.928333333333 281.64375 98.1541666666667 186.25 0.4 4.44012228333333 190.237987083333 0.745746293716667 4.32620179583333 282.23664875 281.938327916667 98.0505006666667 0.91954409318 102664.98 1.2 "low_rain"
"53" "22092001_439" "2017-03-15" 2.62208333333333 281.950833333333 281.496666666667 97.05 83.5833333333333 0.6 2.10648034166667 74.2879251666667 -1.39176049041667 -1.33796306583333 282.445072083333 281.2764825 92.73073175 2.7291169396 102944.086 0.4 "low_rain"
"54" "22092001_649" "2017-10-11" 4.56833333333333 287.040416666667 284.825833333333 86.975 221.375 0 5.23107682083333 220.880544583333 3.39110086666667 3.86724402083333 286.870132083333 284.556018333333 86.3420512083333 1.617329199 101550.125 4.2 "high_rain"
"55" "22092001_719" "2017-12-20" 2.02958333333333 279.69875 279.4925 98.4541666666667 255.916666666667 0 2.12341801458333 273.701815 1.80206276308333 -0.147702136375 279.297865 279.22205125 99.482524125 1.5250682633 103738.07 0 "no_rain"
"56" "22092001_225" "2016-08-13" 2.47166666666667 290.244166666667 285.877083333333 79.125 61.9166666666667 0.2 1.97217052916667 55.6134690708333 -0.961281320416667 -1.53525381291667 290.39488375 285.277080833333 74.5294330833333 0.0017463369 102429.72 0.2 "low_rain"
"57" "22092001_285" "2016-10-12" 5.13791666666667 281.270833333333 276.982083333333 76.0625 81.0416666666667 0 4.87289962083333 75.3630824166667 -4.5383805125 -1.35103847725 281.70071125 276.700134166667 72.1837868333333 0 101247.875 0.2 "low_rain"
"58" "22092001_280" "2016-10-07" 2.11958333333333 281.323333333333 278.435416666667 82.5416666666667 70.4583333333333 0 1.98467409333333 104.435199333333 -1.15596759733333 -1.27768351791667 281.474248333333 278.330861666667 81.3596727916667 0 101799.19 0.2 "low_rain"
"59" "22092001_495" "2017-05-10" 4.535 284.722083333333 280.10625 75.4708333333333 90.75 0.2 3.08675055 90.463038 -2.71336016875 -0.0791036033333334 285.390000416667 280.651973333333 75.1902244166667 2.06149317 99753.164 1.4 "low_rain"
"61" "22092001_213" "2016-08-01" 4.08 288.051666666667 284.76 82.25 241.916666666667 0 3.57392336666667 237.227957916667 2.34023503333333 2.27367840416667 287.278622083333 283.964082916667 82.0953159583333 16.32796696 101862.72 0.2 "low_rain"
"62" "22092001_275" "2016-10-02" 2.45541666666667 283.874166666667 281.054583333333 84.1333333333334 215.125 0.4 1.72300877291667 246.641362458333 1.283326902625 -0.0390150079583333 283.43822375 280.670024583333 84.618666625 2.89455354 101535.445 5.1 "high_rain"
"63" "22092001_171" "2016-06-20" 5.47666666666667 288.187083333333 287.689583333333 96.8666666666667 233.333333333333 7.2 5.02351405416667 230.9699025 3.22346122083333 3.44600038125 288.038197916667 287.632955416667 97.4369595416667 64.49512925 101732.87 0.4 "low_rain"
"64" "22092001_473" "2017-04-18" 3.935 280.929166666667 277.37 80.0583333333333 61.7083333333333 0.4 3.23259216375 90.8588515458334 -2.1727466975 -2.24442437229167 280.447141666667 275.73614875 73.6483364583333 0.072941609 102574.01 0 "no_rain"
"65" "22092001_375" "2017-01-10" 5.25375 280.27875 279.355416666667 93.9791666666666 315.083333333333 2.6 4.30113720833333 317.175687916667 2.67799632083333 -3.13566786583333 280.336095 278.904912083333 90.7272478333334 59.53344206 101570.93 0.8 "low_rain"
"66" "22092001_306" "2016-11-02" 2.65291666666667 282.267916666667 281.897083333333 97.525 56.6666666666667 0.4 2.4593078375 44.5281471083333 -1.65643864625 -1.70582882833333 283.238059583333 281.680449583333 90.267416625 0.7042759595 102341.695 0.2 "low_rain"
"67" "22092001_80" "2016-03-21" 4.72958333333333 278.390416666667 275.2525 81.0125 42.75 0 3.8477375 54.633606875 -2.53198411958333 -2.76345247083333 278.564537083333 276.1766 85.253322875 0.0208529142 102097.586 0.4 "low_rain"
"68" "22092001_589" "2017-08-12" 3.92041666666667 288.56375 286.397083333333 87.4666666666667 276.791666666667 0.8 3.321732175 279.818015416667 2.6328336 -0.16135101125 288.240715833333 286.442884166667 89.4257675416666 5.89791847524 101985.47 0 "no_rain"
"69" "22092001_123" "2016-05-03" 3.07958333333333 281.28625 277.409166666667 78.4208333333333 202.041666666667 0.2 2.61781585625 240.384494041667 0.0997839070833332 -1.86244098354167 281.55020625 277.484972916667 77.4027059583333 0 102680.38 0 "no_rain"
"70" "22092001_3" "2016-01-04" 6.04541666666667 279.193333333333 277.761666666667 90.5875 237.833333333333 6.4 6.7059741375 242.565295416667 5.82558151666667 3.15438189416667 280.3578275 277.919844583333 84.6051273333333 54.99649952 98835.38 11.9 "high_rain"
"71" "22092001_656" "2017-10-18" 1.52 287.2275 284.51375 85.0125 119.541666666667 0.2 1.38268610625 164.502017125 0.176032861666667 0.28145162125 286.601991666667 284.39896875 87.6088125416667 0.706199319 100943.28 12.9 "high_rain"
"72" "22092001_490" "2017-05-05" 6.34041666666667 284.93375 281.937916666667 83.3416666666667 76.9583333333333 0.4 5.27475844583333 74.2053240833333 -5.05530406666667 -1.32600243133333 285.04872875 281.644002916667 81.0833343333333 3.3430219865 100699.52 0.4 "low_rain"
"74" "22092001_303" "2016-10-30" 3.34291666666667 284.15375 282.637916666667 90.9458333333333 90.125 0 2.68386814583333 78.6259398333333 -2.326430525 -0.421448453333333 284.101787916667 282.740777083333 91.788391 0.09144483394 102378.734 0.2 "low_rain"
"75" "22092001_356" "2016-12-22" 2.095 280.117083333333 279.747083333333 97.6875 249.416666666667 0.6 2.1025719625 271.494637166667 0.709464227125 -1.05015696041667 280.00733125 278.859678333333 92.6099956666666 9.141266575 102463.72 4.2 "high_rain"
"76" "22092001_81" "2016-03-22" 2.83083333333333 277.86625 275.569583333333 86.6458333333334 57.875 0.4 2.3624928125 117.986124791667 -0.637579208333333 -2.19095154583333 277.8817175 276.0763025 89.0443195416667 0.97823255848 101498.74 0.2 "low_rain"
"77" "22092001_496" "2017-05-11" 3.89291666666667 285.364583333333 283.825833333333 90.5291666666667 165.208333333333 1.4 3.4531751 162.28099725 -0.30300924125 2.69295833041667 285.398735416667 284.53433625 94.542980125 56.00090296 99080.61 6 "high_rain"
"78" "22092001_584" "2017-08-07" 2.36625 288.0425 283.7225 77.4291666666667 114.541666666667 0.2 1.96440239041667 79.8584033333333 -0.636559362875 -1.55244870020833 287.941967083333 283.681281666667 77.7499120833333 0 101552.34 1.4 "low_rain"
"79" "22092001_302" "2016-10-29" 3.55541666666667 281.842083333333 281.11125 95.3916666666667 84.2916666666667 0.2 2.94015062083333 75.1802966666667 -2.67891052083333 -0.62213271125 283.373673333333 282.117147916667 92.3363274166667 0.67727100056 102854.695 0 "no_rain"
"80" "22092001_274" "2016-10-01" 4.09375 283.602916666667 281.435833333333 87.4583333333334 250.125 0.4 4.205521425 244.227217083333 3.62320710416667 1.20297761541667 283.75807625 280.6232675 82.5787989166667 50.347321817 100835.34 0.4 "low_rain"
"81" "22092001_561" "2017-07-15" 2.21333333333333 289.856666666667 284.555416666667 74.3125 293.5 0.2 1.90237709291667 290.915538291667 1.077646688 -1.093436865 289.870443333333 284.50872375 73.490070375 0 102436.46 0.2 "low_rain"
"82" "22092001_338" "2016-12-04" 3.31208333333333 275.174583333333 274.182916666667 93.3791666666667 108.875 0 3.04741824166667 112.122659166667 -2.43988152916667 1.26597792083333 275.465492083333 274.201206666667 91.49588225 0 101628.91 0.2 "low_rain"
"83" "22092001_341" "2016-12-07" 5.7775 281.97 281.374166666667 96.1875 183.916666666667 0.2 5.12244231666667 183.859700416667 0.393550518929167 5.07955417916667 281.369681666667 280.41994875 93.987374875 0.639121777 102761.164 0.2 "low_rain"
"84" "22092001_305" "2016-11-01" 2.09208333333333 285.048333333333 282.189583333333 83.4875 93.5416666666667 0 1.96712762083333 109.688585833333 -0.735174495208334 0.35460272875 284.360117083333 281.6024825 84.2024362083333 0.110910280578 102086.78 0.4 "low_rain"
"85" "22092001_184" "2016-07-03" 4.35166666666667 287.85875 285.379166666667 86.0375 244.833333333333 1.2 3.54348821666667 249.534192916667 2.68104684583333 1.24373859583333 287.286663333333 285.328379166667 88.49884475 9.88597958 101882.13 0.6 "low_rain"
"86" "22092001_9" "2016-01-10" 5.16291666666667 278.398333333333 276.359583333333 87.0333333333333 212.375 2.8 4.56399364583333 211.639289166667 2.17065401541667 3.5756154375 278.349049583333 276.29969625 86.7423952083333 62.43215445 98725.27 11.4 "high_rain"
"87" "22092001_609" "2017-09-01" 3.81333333333333 286.129583333333 283.9125 87.1208333333333 292.125 2.8 3.387893525 239.856707225 0.911550739291667 -2.65712383125 286.12422 284.185072083333 88.617191375 26.43193773 101978.21 0.2 "low_rain"
"88" "22092001_644" "2017-10-06" 2.53 283.260833333333 279.725 79.725 267.041666666667 0 2.53484435166667 200.043730291667 0.209751761833333 -2.416296875 283.086000416667 279.703819166667 80.60977825 0 102663.914 0 "no_rain"
"89" "22092001_238" "2016-08-26" 3.83916666666667 290.049583333333 285.789166666667 78.3625 85.75 0 3.44173875 106.450763270833 -0.934086017708333 -3.14910838208333 290.669063333333 285.134958333333 72.822277875 0.24228689472 101653.44 0 "no_rain"
"90" "22092001_578" "2017-08-01" 2.71791666666667 288.6325 284.2175 77.3125 219.5 0.4 2.26513314166667 217.343644583333 1.64022978583333 0.765243014583333 288.229879583333 283.501898333333 76.064841875 0.0696178868 101499.45 12.1 "high_rain"
"91" "22092001_505" "2017-05-20" 3.37708333333333 283.452916666667 279.773333333333 79.4791666666667 239.916666666667 0.2 3.08223077916667 235.57444875 2.55560244583333 1.59735410291667 282.792313333333 279.503244166667 81.6139165416667 10.53338882261 101789.88 0.2 "low_rain"
"92" "22092001_298" "2016-10-25" 1.33916666666667 285.23 283.314583333333 88.975 133.666666666667 0.4 1.68737735625 136.888053333333 -0.19095114225 -0.400379079166667 283.098417083333 281.482999166667 90.3141282083333 0.329460892 101724.83 0.4 "low_rain"
"93" "22092001_587" "2017-08-10" 5.2825 287.39 283.314166666667 78.1583333333333 332.083333333333 0 4.35372935416667 296.651936730833 1.10297759304167 -4.05665843333333 287.41923 284.259062916667 82.5326855416667 41.8575357 102317.38 0.2 "low_rain"
"94" "22092001_624" "2017-09-16" 2.76166666666667 282.79625 281.696666666667 93.0375 263.875 12.2 2.79158234166667 292.825800416667 2.1370709475 -1.45295390195833 283.531762083333 281.621952083333 88.3240430416667 162.922992837 101167.664 0 "no_rain"
"95" "22092001_95" "2016-04-05" 3.50458333333333 281.739583333333 278.708333333333 82.8916666666667 286.625 0 2.74502640416667 276.933784166667 2.6064224375 -0.357419230208333 281.006874166667 278.846319166667 87.277438375 6.3929783158 100683.85 1 "low_rain"
"96" "22092001_156" "2016-06-05" 2.02875 288.593333333333 284.724166666667 79.4458333333333 101 0 1.68071774208333 99.3527144583334 -1.24578995958333 -0.323802358041667 288.113697083333 284.809180416667 81.69974025 0 101829.195 0.8 "low_rain"
"97" "22092001_150" "2016-05-30" 3.83416666666667 286.464583333333 283.724583333333 84.4583333333333 270.416666666667 0 3.88409524583333 177.074243108333 0.0191931329166667 -3.72291964166667 286.654659166667 283.49401 82.1678125833333 0 101425.31 0.2 "low_rain"
"98" "22092001_545" "2017-06-29" 4.53083333333333 285.967083333333 284.2325 89.8708333333333 261.291666666667 4.4 3.433951825 249.130962916667 2.14238749291667 1.08883730416667 286.633614166667 284.166029583333 86.2225655833333 25.3409980102 99650.76 15.7 "high_rain"
"99" "22092001_43" "2016-02-13" 7.20041666666667 279.313333333333 278.2675 93.1166666666667 248.541666666667 16.3 7.7247626625 246.110710416667 6.37400862166667 1.4305851005125 279.466737083333 277.96610125 90.2493603333334 338.68876498 97874.19 6.8 "high_rain"
"100" "22092001_687" "2017-11-18" 1.94875 280.625 279.377916666667 92.1708333333333 246.416666666667 0 1.7701338675 278.1532925 1.5831645375 -0.137254596458333 279.290067083333 278.48718 94.7927678333333 0.01025486709 102622.125 0 "no_rain"
"101" "22092001_694" "2017-11-25" 4.32458333333333 276.37 274.655833333333 88.6958333333333 289.958333333333 8.2 4.02810236666667 285.26751625 3.09091744166667 -1.92124143541667 277.375343333333 274.500681666667 82.0059268333333 14.7567881856 101541.76 1.4 "low_rain"
"102" "22092001_347" "2016-12-13" 5.17375 283.787916666667 283.276666666667 96.75 189.875 0 4.84458910833333 182.836668333333 0.2946805775 4.71544490833333 283.17030625 282.55055625 95.9665875833333 4.00656977945 101877.61 0.2 "low_rain"
"103" "22092001_580" "2017-08-03" 4.89375 289.039166666667 286.58 85.7375 234.375 0 5.5270529875 234.750282083333 4.49471002083333 3.1596322875 289.600898333333 286.718302083333 83.455074375 7.53098047 101076.81 0 "no_rain"
"104" "22092001_436" "2017-03-12" 5.54541666666667 281.445 280.636666666667 94.7541666666667 310.75 4.4 4.22811052083333 308.285716166667 1.91582379583333 -3.39656630166667 281.707838333333 280.8912475 94.6547044583333 78.6645115385 101427.63 0 "no_rain"
"105" "22092001_676" "2017-11-07" 4.90625 280.495 278.477916666667 87.175 234.666666666667 3.8 4.1944395625 239.118301666667 0.995119882333333 0.885098057083333 280.01744625 277.85028375 86.176384625 51.48069402 101734.04 0 "no_rain"
"106" "22092001_639" "2017-10-01" 4.215 288.022083333333 287.584166666667 97.2541666666667 242.333333333333 0.2 4.133237825 232.268485416667 3.10729102916667 2.38834066208333 287.64876375 287.321193333333 97.9140424166667 30.5226795986 101449.11 3.6 "high_rain"
"107" "22092001_102" "2016-04-12" 2.62541666666667 283.16 276.625416666667 68.9583333333333 193.458333333333 0 1.64860041083333 178.516772666667 -0.0296254754166667 1.34011321666667 280.957753333333 276.966842916667 79.1798547083333 0.778962276 100525.53 1.2 "low_rain"
"108" "22092001_705" "2017-12-06" 4.65833333333333 279.590833333333 277.0625 84.125 180.208333333333 1.6 5.18030487083333 190.169650416667 1.11579757466667 5.012263375 280.086599166667 277.68258125 84.79693175 0.30997694 102378.78 5.6 "high_rain"
"109" "22092001_501" "2017-05-16" 3.00166666666667 290.713333333333 286.997083333333 80.5458333333333 182.041666666667 0.6 3.11432232 205.61130375 1.48502700666667 2.60315220791667 290.944376666667 285.876407916667 73.5940689166667 0 102275.016 19 "high_rain"
"110" "22092001_573" "2017-07-27" 3.64375 288.23125 284.704583333333 81.0041666666667 250.583333333333 0 3.75280899166667 248.2481025 3.48565076666667 1.27441430375 287.852134583333 284.53540875 81.7378712083333 0.5778441662 101099.19 0.8 "low_rain"
"111" "22092001_508" "2017-05-23" 2.52375 288.091666666667 285.447083333333 85.1 228.291666666667 0.2 2.23511020416667 278.4716924375 0.970749658125 -1.66795137625 288.242859166667 285.666990416667 85.504108625 0.011980220552 102078.09 0.2 "low_rain"
"112" "22092001_437" "2017-03-13" 4.10666666666667 280.961666666667 277.942916666667 82.6125 295.541666666667 0 3.74200779583333 218.746461095833 0.345952739166667 -3.59292149583333 280.6730275 278.323420833333 85.8258994166667 0 102536.56 0.2 "low_rain"
"113" "22092001_445" "2017-03-21" 4.5875 279.342083333333 275.252916666667 77.0458333333333 250.458333333333 0.6 4.41667639583333 249.792721666667 3.05206306375 1.52033157839583 279.844263333333 274.554110833333 70.2198807916667 1.701760158 100663.445 9.4 "high_rain"
